EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;5;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;527;0;0;2266150;1350050;391678;209422;0;6888;4;87920200;0;0;1316;227457;9,699;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;105342;0;0;0;0;564994;559155;0;5308;1;559155000;0;0;0;106442;6,533;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;862511;0;11550;0;0;5036190;4639510;0;47772;9;4578210000;0;61307400;0;948794;57,317;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LTFM;ISTANBUL;;;TURQUIA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;151938;0;6342;44221100;0;7918590;3534230;0;126708;12;3467270000;0;66965200;4188;749938;146,433;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LTFM;ISTANBUL;;;TURQUIA;EUROPA;INTERNACIONAL;REGULAR;1034;35;129141;0;12444;48845900;19196300;7989120;3756200;0;147826;14;1897150000;0;131396000;4626;756618;168,617;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;935;0;0;4807820;0;912136;327903;0;13776;8;325520000;0;2386690;2792;529698;23,367;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;605;0;0;2266150;354732;391496;126912;0;6888;4;94048800;0;938490;1316;227351;11,817;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;GOBD;DAKAR;;;SENEGAL;ÁFRICA;LTBA;ISTANBUL;;;TURQUIA;EUROPA;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;3333330;1309550;0;31746;6;1285690000;0;23862400;0;630000;38,849;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;50;0;0;0;0;2264400;1655050;0;21232;4;1642200000;0;12845400;0;426601;26,834;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;291172;0;0;0;0;3503950;2576000;0;32870;5;2536490000;0;39509700;0;533002;40,685;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;LTBA;ISTANBUL;;;TURQUIA;EUROPA;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;8940;0;0;0;0;2222220;1696780;0;21164;4;1683980000;0;12804200;0;420000;27,767;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;LTBA;ISTANBUL;;;TURQUIA;EUROPA;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;226690;0;0;0;0;3634260;2919080;0;38428;4;2861350000;0;57738100;0;378293;48,5;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;LTBA;ISTANBUL;;;TURQUIA;EUROPA;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;56740;0;0;0;0;1008740;771009;0;9607;1;771010000;0;0;0;105000;11,667;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;LTBA;ISTANBUL;;;TURQUIA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;71150;0;6010;;;;;;;;;;;;;;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;LTBA;ISTANBUL;;;TURQUIA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;332848;0;2420;;;;;;;;;;;;;;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;LTFM;ISTANBUL;;;TURQUIA;EUROPA;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;232131;0;1451;;;;;;;;;;;;;;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;LTFM;ISTANBUL;;;TURQUIA;EUROPA;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;130;5;26769;0;0;;;;;;;;;;;;;;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;LTFM;ISTANBUL;;;TURQUIA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;86737;0;3493;55276400;0;10882900;3419120;0;158385;15;3366930000;0;52203700;5235;1030680;197,899;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;LTFM;ISTANBUL;;;TURQUIA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1232;93;155619;0;18057;55793800;14381400;9419100;3410810;0;168944;16;1925830000;0;190664000;5284;892045;211,817;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;LTFM;ISTANBUL;;;TURQUIA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;384605;0;0;;;;;;;;;;;;;;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;LTFM;ISTANBUL;;;TURQUIA;EUROPA;INTERNACIONAL;REGULAR;403;5;70296;0;0;;;;;;;;;;;;;;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;7455;0;0;6610760;0;1319180;675122;0;18942;11;675127000;0;0;3839;766080;27,867;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;705;0;0;1734050;693966;315047;184719;0;5166;3;122264000;0;0;1007;182955;7,8;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;544799;0;0;0;0;4492410;4205540;0;42464;8;4181610000;0;23939100;0;846347;52,284;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LTBA;ISTANBUL;;;TURQUIA;EUROPA;INTERNACIONAL;REGULAR;0;0;242995;0;4510;;;;;;;;;;;;;;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LTFM;ISTANBUL;;;TURQUIA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;177810;0;2844;55276400;0;10100000;5968560;0;158385;15;5938540000;0;30029800;5235;956534;185,782;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LTFM;ISTANBUL;;;TURQUIA;EUROPA;INTERNACIONAL;REGULAR;2267;35;200135;0;7505;55793800;28192500;8622980;5472050;0;168944;16;2855480000;0;79245300;5284;816648;197,434;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;6009780;0;1318990;402224;0;18942;11;399730000;0;2498620;3490;765966;31,001;0
THY;TURKISH AIRLINES INC;ESTRANGEIRA;2021;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;1734050;223860;315047;66242;0;5166;3;46096200;0;0;1007;182955;8,833;0
TIW;TRANSCARGA INTERNATIONAL AIRWAYS C.A.;ESTRANGEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SVMI;MAIQUETÍA, VARGAS (NEAR CARACAS);;;VENEZUELA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;31304;0;0;0;0;71442;53248;0;1701;1;53248100;0;0;0;42000;2,383;0
TIW;TRANSCARGA INTERNATIONAL AIRWAYS C.A.;ESTRANGEIRA;2021;1;SVMI;MAIQUETÍA, VARGAS (NEAR CARACAS);;;VENEZUELA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;71442;0;0;1701;1;0;0;0;0;42000;2,35;0
TIW;TRANSCARGA INTERNATIONAL AIRWAYS C.A.;ESTRANGEIRA;2021;2;MMMX;MEXICO;;;MÉXICO;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;2381;0;0;;;;;;;;;;;;;;0
TIW;TRANSCARGA INTERNATIONAL AIRWAYS C.A.;ESTRANGEIRA;2021;2;MMMX;MEXICO;;;MÉXICO;AMÉRICA DO NORTE;SVMI;MAIQUETÍA, VARGAS (NEAR CARACAS);;;VENEZUELA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;150192;8514;0;3576;1;8514460;0;0;0;42000;4,283;0
TIW;TRANSCARGA INTERNATIONAL AIRWAYS C.A.;ESTRANGEIRA;2021;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SVMI;MAIQUETÍA, VARGAS (NEAR CARACAS);;;VENEZUELA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;190092;0;0;4526;1;0;0;0;0;42000;5,5;0
TIW;TRANSCARGA INTERNATIONAL AIRWAYS C.A.;ESTRANGEIRA;2021;2;SVMI;MAIQUETÍA, VARGAS (NEAR CARACAS);;;VENEZUELA;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;190092;10776;0;4526;1;10776400;0;0;0;42000;5,433;0
TIW;TRANSCARGA INTERNATIONAL AIRWAYS C.A.;ESTRANGEIRA;2021;6;MMMX;MEXICO;;;MÉXICO;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;22333;0;0;;;;;;;;;;;;;;0
TIW;TRANSCARGA INTERNATIONAL AIRWAYS C.A.;ESTRANGEIRA;2021;6;MMMX;MEXICO;;;MÉXICO;AMÉRICA DO NORTE;SVMI;MAIQUETÍA, VARGAS (NEAR CARACAS);;;VENEZUELA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;150192;79862;0;3576;1;79862800;0;0;0;42000;4,5;0
TIW;TRANSCARGA INTERNATIONAL AIRWAYS C.A.;ESTRANGEIRA;2021;6;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;1860;0;0;0;0;178668;7912;0;4254;1;7912440;0;0;0;42000;5,267;0
TIW;TRANSCARGA INTERNATIONAL AIRWAYS C.A.;ESTRANGEIRA;2021;6;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SVMI;MAIQUETÍA, VARGAS (NEAR CARACAS);;;VENEZUELA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
TIW;TRANSCARGA INTERNATIONAL AIRWAYS C.A.;ESTRANGEIRA;2021;6;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SVMI;MAIQUETÍA, VARGAS (NEAR CARACAS);;;VENEZUELA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;43092;0;0;1026;1;0;0;0;0;42000;1,5;0
TIW;TRANSCARGA INTERNATIONAL AIRWAYS C.A.;ESTRANGEIRA;2021;6;SVMI;MAIQUETÍA, VARGAS (NEAR CARACAS);;;VENEZUELA;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;181314;96411;0;4317;1;96411600;0;0;0;42000;5,2;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;120413;0;0;0;0;3194080;2285440;0;46291;7;2285450000;0;0;0;483000;58,75;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;50187;0;0;0;0;267513;194574;0;3877;1;194575000;0;0;0;69000;5,233;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;426234;0;0;0;0;2140100;1652510;0;31016;8;1652510000;0;0;0;552000;42,983;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;225186;0;0;;;;;;;;;;;;;;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;321394;0;0;0;0;2689340;2087770;0;38976;6;2087780000;0;0;0;414000;49,917;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;168567;78587;0;0;0;78589900;0;0;0;0;0;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;168567;4402;0;2443;7;4405780;0;0;0;483000;7,267;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;12624;0;0;;;;;;;;;;;;;;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;573;0;0;0;0;123303;1023;0;1787;1;1023950;0;0;0;69000;2,683;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;10418;0;0;0;0;493212;18616;0;7148;4;18617000;0;0;0;276000;10,334;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKRG;MEDELLÍN/RIONEGRO;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;5282;0;0;0;0;549516;10516;0;7964;4;10516500;0;0;0;276000;14,883;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;474431;0;0;0;0;3815840;2071930;0;55302;13;2071930000;0;0;0;897000;72,965;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;146002;0;0;0;0;3194080;2533230;0;46291;7;2533240000;0;0;0;483000;57,533;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;117320;0;0;0;0;535026;454848;0;7754;2;454850000;0;0;0;138000;10,983;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;443784;0;0;0;0;2140100;1720550;0;31016;8;1720550000;0;0;0;552000;43,033;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;290799;0;0;0;0;448224;349043;0;6496;1;349043000;0;0;0;69000;8,333;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;424679;0;0;0;0;3585790;2758710;0;51968;8;2758710000;0;0;0;552000;65,784;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;168567;82734;0;0;0;82736400;0;0;0;0;0;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;168567;6714;0;2443;7;6716500;0;0;0;483000;7,75;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;19245;0;0;;;;;;;;;;;;;;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;9404;0;0;0;0;123303;16804;0;1787;1;16804900;0;0;0;69000;2,467;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;27534;0;0;0;0;369909;49201;0;5361;3;49203300;0;0;0;207000;7,683;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKRG;MEDELLÍN/RIONEGRO;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;4037;0;0;0;0;137379;8037;0;1991;1;8037670;0;0;0;69000;2,767;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKRG;MEDELLÍN/RIONEGRO;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;690;0;0;0;0;686895;1373;0;9955;5;1373790;0;0;0;345000;13,666;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;37616;0;0;0;0;293526;160018;0;4254;1;160018000;0;0;0;69000;5,267;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;2;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;820877;0;0;0;0;4402890;3573870;0;63810;15;3573880000;0;0;0;1035000;79,433;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;197945;0;0;0;0;3194080;2368450;0;46291;7;2368450000;0;0;0;483000;58,017;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;224987;0;0;0;0;1070050;872273;0;15508;4;872275000;0;0;0;276000;21,534;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;400202;0;0;0;0;2407620;1551580;0;34893;9;1551580000;0;0;0;621000;48,65;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;160206;0;0;;;;;;;;;;;;;;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;570696;0;0;0;0;4930460;3707240;0;71456;11;3707240000;0;0;0;759000;89,049;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;144486;55909;0;0;0;55911900;0;0;0;0;0;0
